Date,Open,High,Low,Close,Adj Close,Volume
2011-02-23,1.478667,1.500000,1.407333,1.455333,1.455333,24084000
2011-02-24,1.452000,1.505333,1.433333,1.502000,1.502000,15829500
2011-02-25,1.520667,1.590000,1.512667,1.574000,1.574000,20194500
2011-02-28,1.582667,1.606667,1.566667,1.592667,1.592667,15768000
2011-03-01,1.603333,1.621333,1.580000,1.596000,1.596000,16596000
2011-03-02,1.588000,1.618667,1.582000,1.601333,1.601333,9949500
2011-03-03,1.632000,1.652667,1.604000,1.624000,1.624000,9603000
2011-03-04,1.632000,1.666000,1.585333,1.663333,1.663333,23701500
2011-03-07,1.662000,1.693333,1.646667,1.662667,1.662667,30504000
2011-03-08,1.640000,1.664000,1.600000,1.644000,1.644000,20998500
2011-03-09,1.644000,1.666000,1.618000,1.648000,1.648000,13872000
2011-03-10,1.629333,1.632667,1.582000,1.600667,1.600667,15255000
2011-03-11,1.590000,1.616667,1.568667,1.604667,1.604667,13962000
2011-03-14,1.588000,1.600000,1.546667,1.550000,1.550000,17490000
2011-03-15,1.480000,1.530667,1.453333,1.530000,1.530000,19782000
2011-03-16,1.524000,1.550000,1.512667,1.521333,1.521333,17545500
2011-03-17,1.549333,1.562000,1.509333,1.520667,1.520667,13839000
2011-03-18,1.546000,1.546000,1.500667,1.530667,1.530667,10318500
2011-03-21,1.536667,1.536667,1.502667,1.515333,1.515333,6175500
2011-03-22,1.515333,1.524000,1.466667,1.479333,1.479333,8743500
2011-03-23,1.474000,1.484667,1.451333,1.480667,1.480667,6342000
2011-03-24,1.476000,1.492000,1.465333,1.488667,1.488667,6933000
2011-03-25,1.495333,1.533333,1.493333,1.516667,1.516667,8520000
2011-03-28,1.513333,1.569333,1.503333,1.550000,1.550000,15871500
2011-03-29,1.553333,1.600000,1.547333,1.594667,1.594667,11331000
2011-03-30,1.607333,1.632667,1.534000,1.580667,1.580667,18349500
2011-03-31,1.770000,1.914000,1.766667,1.850000,1.850000,172767000
2011-04-01,1.830000,1.878667,1.771333,1.777333,1.777333,42972000
2011-04-04,1.788667,1.800000,1.682000,1.722000,1.722000,39139500
2011-04-05,1.726667,1.800000,1.712667,1.780000,1.780000,47713500
2011-04-06,1.799333,1.800667,1.720000,1.766000,1.766000,19324500
2011-04-07,1.790000,1.862667,1.763333,1.816000,1.816000,42154500
2011-04-08,1.838667,1.840000,1.757333,1.766000,1.766000,29196000
2011-04-11,1.764667,1.768667,1.668000,1.684667,1.684667,20541000
2011-04-12,1.672000,1.680667,1.620000,1.643333,1.643333,20361000
2011-04-13,1.675333,1.712667,1.654000,1.662000,1.662000,18172500
2011-04-14,1.658000,1.685333,1.613333,1.676000,1.676000,14751000
2011-04-15,1.710000,1.745333,1.694000,1.705333,1.705333,14152500
2011-04-18,1.675333,1.708000,1.624000,1.668667,1.668667,15508500
2011-04-19,1.684000,1.684000,1.643333,1.677333,1.677333,8230500
2011-04-20,1.713333,1.739333,1.686667,1.716667,1.716667,12558000
2011-04-21,1.723333,1.798667,1.706000,1.782667,1.782667,20791500
2011-04-25,1.780000,1.782000,1.731333,1.759333,1.759333,12013500
2011-04-26,1.777333,1.816667,1.754000,1.795333,1.795333,21000000
2011-04-27,1.795333,1.824000,1.775333,1.805333,1.805333,14953500
2011-04-28,1.804667,1.846000,1.781333,1.844000,1.844000,24000000
2011-04-29,1.846000,1.858000,1.828000,1.840000,1.840000,10890000
2011-05-02,1.840000,1.853333,1.804000,1.830000,1.830000,11769000
2011-05-03,1.825333,1.826000,1.766667,1.791333,1.791333,13708500
2011-05-04,1.785333,1.800000,1.716667,1.779333,1.779333,15667500
2011-05-05,1.813333,1.829333,1.744667,1.762667,1.762667,18277500
2011-05-06,1.793333,1.846667,1.774667,1.808000,1.808000,14725500
2011-05-09,1.800000,1.866667,1.790000,1.860667,1.860667,13746000
2011-05-10,1.882667,1.930000,1.860667,1.888667,1.888667,23029500
2011-05-11,1.880000,1.886667,1.794667,1.804667,1.804667,14437500
2011-05-12,1.804667,1.849333,1.776667,1.844667,1.844667,9420000
2011-05-13,1.866667,1.879333,1.820000,1.836667,1.836667,9922500
2011-05-16,1.866000,1.866000,1.770000,1.773333,1.773333,11335500
2011-05-17,1.800000,1.800000,1.714667,1.730667,1.730667,18513000
2011-05-18,1.740000,1.764667,1.701333,1.756667,1.756667,10942500
2011-05-19,1.802000,1.896000,1.773333,1.880000,1.880000,39826500
2011-05-20,1.884000,1.885333,1.823333,1.864667,1.864667,12637500
2011-05-23,1.841333,1.841333,1.774667,1.788000,1.788000,12954000
2011-05-24,1.801333,1.833333,1.773333,1.781333,1.781333,9205500
2011-05-25,1.793333,1.934000,1.744667,1.932000,1.932000,70396500
2011-05-26,1.921333,1.984000,1.873333,1.965333,1.965333,50053500
2011-05-27,1.969333,1.978000,1.921333,1.970000,1.970000,25306500
2011-05-31,1.979333,2.018667,1.970000,2.009333,2.009333,49357500
2011-06-01,2.000000,2.006667,1.892000,1.901333,1.901333,22948500
2011-06-02,1.901333,1.954667,1.900667,1.917333,1.917333,14794500
2011-06-03,1.996667,2.100000,1.966667,2.008667,2.008667,93138000
2011-06-06,2.006667,2.008667,1.884000,1.913333,1.913333,34966500
2011-06-07,1.929333,1.959333,1.884000,1.891333,1.891333,18331500
2011-06-08,1.896000,1.906667,1.801333,1.808000,1.808000,25438500
2011-06-09,1.828667,1.873333,1.806667,1.841333,1.841333,24048000
2011-06-10,1.834667,1.886667,1.823333,1.857333,1.857333,23499000
2011-06-13,1.871333,1.925333,1.858667,1.895333,1.895333,25701000
2011-06-14,1.902667,1.980000,1.901333,1.906667,1.906667,23601000
2011-06-15,1.896000,1.896667,1.804667,1.821333,1.821333,20175000
2011-06-16,1.844667,1.866667,1.716000,1.766667,1.766667,27633000
2011-06-17,1.791333,1.846667,1.742667,1.766667,1.766667,25710000
2011-06-20,1.752667,1.764000,1.700000,1.734000,1.734000,23067000
2011-06-21,1.749333,1.848667,1.733333,1.835333,1.835333,22440000
2011-06-22,1.824667,1.883333,1.806667,1.814000,1.814000,22134000
2011-06-23,1.813333,1.848000,1.747333,1.847333,1.847333,17550000
2011-06-24,1.842667,1.864667,1.817333,1.838000,1.838000,54127500
2011-06-27,1.848667,1.885333,1.820667,1.830667,1.830667,27141000
2011-06-28,1.852667,1.883333,1.844667,1.874000,1.874000,13338000
2011-06-29,1.900000,1.939333,1.871333,1.886000,1.886000,21927000
2011-06-30,1.900000,1.955333,1.893333,1.942000,1.942000,14200500
2011-07-01,1.938000,1.973333,1.920000,1.934667,1.934667,12823500
2011-07-05,1.934667,1.968000,1.914000,1.942667,1.942667,14940000
2011-07-06,1.942667,1.942667,1.903333,1.930667,1.930667,13903500
2011-07-07,1.942667,2.000000,1.934000,1.982000,1.982000,19918500
2011-07-08,1.992667,1.992667,1.906000,1.920667,1.920667,18609000
2011-07-11,1.893333,1.902000,1.866667,1.890000,1.890000,14637000
2011-07-12,1.891333,1.939333,1.866667,1.878000,1.878000,15681000
2011-07-13,1.895333,1.935333,1.860000,1.909333,1.909333,15990000
2011-07-14,1.902000,1.930667,1.816667,1.840667,1.840667,17385000
2011-07-15,1.852667,1.855333,1.826667,1.838667,1.838667,10635000
2011-07-18,1.822667,1.830000,1.775333,1.815333,1.815333,12778500
2011-07-19,1.838667,1.874000,1.836000,1.859333,1.859333,15391500
2011-07-20,1.866667,2.029333,1.853333,1.912667,1.912667,45724500
2011-07-21,1.927333,1.944000,1.873333,1.913333,1.913333,15172500
2011-07-22,1.913333,1.969333,1.903333,1.952667,1.952667,8752500
2011-07-25,1.934000,1.950000,1.896000,1.899333,1.899333,10099500
2011-07-26,1.887333,1.918000,1.864667,1.866667,1.866667,11409000
2011-07-27,1.900000,1.900000,1.834000,1.842667,1.842667,14377500
2011-07-28,1.840000,1.903333,1.836000,1.878000,1.878000,14080500
2011-07-29,1.853333,1.893333,1.833333,1.878000,1.878000,14223000
2011-08-01,1.911333,1.932000,1.880667,1.918000,1.918000,17473500
2011-08-02,1.912667,1.946667,1.818000,1.822667,1.822667,23241000
2011-08-03,1.833333,1.855333,1.756000,1.813333,1.813333,26917500
2011-08-04,1.767333,1.792667,1.644667,1.650000,1.650000,45967500
2011-08-05,1.666000,1.692000,1.522000,1.616000,1.616000,29466000
2011-08-08,1.540000,1.629333,1.540000,1.576000,1.576000,39127500
2011-08-09,1.610000,1.696667,1.580000,1.670667,1.670667,20001000
2011-08-10,1.696000,1.696000,1.575333,1.588000,1.588000,23463000
2011-08-11,1.602667,1.716667,1.600000,1.686667,1.686667,12547500
2011-08-12,1.706667,1.809333,1.690667,1.754000,1.754000,15136500
2011-08-15,1.774667,1.783333,1.728667,1.748667,1.748667,11079000
2011-08-16,1.742000,1.769333,1.722000,1.740000,1.740000,8065500
2011-08-17,1.759333,1.776667,1.700667,1.722000,1.722000,9655500
2011-08-18,1.666667,1.676667,1.564667,1.617333,1.617333,15849000
2011-08-19,1.590667,1.614667,1.466667,1.486667,1.486667,20629500
2011-08-22,1.540667,1.586667,1.445333,1.463333,1.463333,14791500
2011-08-23,1.462000,1.540667,1.433333,1.530667,1.530667,13035000
2011-08-24,1.540000,1.595333,1.522000,1.591333,1.591333,10264500
2011-08-25,1.591333,1.591333,1.526667,1.540667,1.540667,10197000
2011-08-26,1.514000,1.596667,1.471333,1.582000,1.582000,11427000
2011-08-29,1.614667,1.656667,1.601333,1.647333,1.647333,12051000
2011-08-30,1.633333,1.651333,1.606000,1.642000,1.642000,5493000
2011-08-31,1.653333,1.700000,1.618667,1.649333,1.649333,12357000
2011-09-01,1.644000,1.658000,1.589333,1.600000,1.600000,12721500
2011-09-02,1.577333,1.599333,1.512000,1.538000,1.538000,11548500
2011-09-06,1.500000,1.546667,1.486000,1.529333,1.529333,12147000
2011-09-07,1.559333,1.600000,1.552000,1.589333,1.589333,6888000
2011-09-08,1.572000,1.602000,1.552000,1.574000,1.574000,7585500
2011-09-09,1.558000,1.571333,1.503333,1.531333,1.531333,10039500
2011-09-12,1.500000,1.554000,1.496667,1.525333,1.525333,8499000
2011-09-13,1.534000,1.606667,1.516667,1.605333,1.605333,10897500
2011-09-14,1.616667,1.656000,1.586000,1.622667,1.622667,12462000
2011-09-15,1.638667,1.662000,1.622000,1.654667,1.654667,8439000
2011-09-16,1.652000,1.722667,1.632667,1.720000,1.720000,21256500
2011-09-19,1.663333,1.720667,1.588000,1.718000,1.718000,17361000
2011-09-20,1.732000,1.773333,1.711333,1.734000,1.734000,17706000
2011-09-21,1.730000,1.796667,1.713333,1.723333,1.723333,14814000
2011-09-22,1.709333,1.740667,1.658667,1.708667,1.708667,11637000
2011-09-23,1.699333,1.774667,1.690000,1.758667,1.758667,17346000
2011-09-26,1.768000,1.768000,1.660000,1.701333,1.701333,14022000
2011-09-27,1.733333,1.799333,1.704667,1.746000,1.746000,10117500
2011-09-28,1.733333,1.766667,1.634000,1.639333,1.639333,10849500
2011-09-29,1.714667,1.721333,1.570000,1.608000,1.608000,13944000
2011-09-30,1.653333,1.659333,1.566000,1.626000,1.626000,20041500
2011-10-03,1.663333,1.666667,1.550000,1.582000,1.582000,15348000
2011-10-04,1.552667,1.621333,1.528667,1.577333,1.577333,18004500
2011-10-05,1.602000,1.722667,1.556667,1.691333,1.691333,18442500
2011-10-06,1.691333,1.840000,1.668000,1.797333,1.797333,26536500
2011-10-07,1.798667,1.840000,1.736667,1.799333,1.799333,19674000
2011-10-10,1.820667,1.878667,1.800000,1.858667,1.858667,13852500
2011-10-11,1.834000,1.851333,1.806000,1.840667,1.840667,8635500
2011-10-12,1.816667,1.866667,1.813333,1.853333,1.853333,16851000
2011-10-13,1.842000,1.898000,1.829333,1.862667,1.862667,15652500
2011-10-14,1.866667,1.903333,1.817333,1.870000,1.870000,21007500
2011-10-17,1.857333,1.866667,1.817333,1.828000,1.828000,11317500
2011-10-18,1.820000,1.895333,1.780667,1.889333,1.889333,14995500
2011-10-19,1.868000,1.870667,1.820000,1.838000,1.838000,11893500
2011-10-20,1.829333,1.831333,1.800000,1.822667,1.822667,14995500
2011-10-21,1.826667,1.886667,1.800667,1.868667,1.868667,17139000
2011-10-24,1.858000,1.926000,1.850000,1.903333,1.903333,14109000
2011-10-25,1.882000,1.924000,1.853333,1.883333,1.883333,9816000
2011-10-26,1.879333,1.891333,1.826667,1.865333,1.865333,7657500
2011-10-27,1.889333,1.930000,1.874000,1.917333,1.917333,13041000
2011-10-28,1.900000,2.000000,1.867333,1.991333,1.991333,18960000
2011-10-31,1.966667,1.967333,1.916667,1.958000,1.958000,17010000
2011-11-01,1.892667,1.928000,1.866667,1.925333,1.925333,9528000
2011-11-02,1.933333,1.950667,1.883333,1.914000,1.914000,13129500
2011-11-03,2.000000,2.166000,1.968667,2.164000,2.164000,37645500
2011-11-04,2.097333,2.160000,2.034000,2.154000,2.154000,45493500
2011-11-07,2.109333,2.133333,2.050000,2.084667,2.084667,18994500
2011-11-08,2.091333,2.133333,2.048000,2.122667,2.122667,17518500
2011-11-09,2.058000,2.099333,2.020000,2.058667,2.058667,14305500
2011-11-10,2.062667,2.100000,2.043333,2.088667,2.088667,11209500
2011-11-11,2.126667,2.300000,2.038000,2.242667,2.242667,58024500
2011-11-14,2.200000,2.236000,2.174667,2.214667,2.214667,19885500
2011-11-15,2.194667,2.293333,2.182000,2.262000,2.262000,13365000
2011-11-16,2.232000,2.333333,2.226667,2.329333,2.329333,27498000
2011-11-17,2.300000,2.326667,2.212667,2.245333,2.245333,20239500
2011-11-18,2.242667,2.274000,2.169333,2.173333,2.173333,13542000
2011-11-21,2.162667,2.162667,2.070000,2.117333,2.117333,15474000
2011-11-22,2.117333,2.186000,2.070000,2.138000,2.138000,10989000
2011-11-23,2.117333,2.136667,2.083333,2.096667,2.096667,6777000
2011-11-25,2.103333,2.160667,2.072000,2.110667,2.110667,3594000
2011-11-28,2.133333,2.218667,2.120667,2.170667,2.170667,10218000
2011-11-29,2.166000,2.204667,2.108667,2.116667,2.116667,8866500
2011-11-30,2.166667,2.195333,2.148000,2.182667,2.182667,11404500
2011-12-01,2.171333,2.266000,2.132000,2.173333,2.173333,15453000
2011-12-02,2.188667,2.246000,2.160000,2.220000,2.220000,12042000
2011-12-05,2.235333,2.333333,2.228667,2.294667,2.294667,17401500
2011-12-06,2.280000,2.332000,2.268667,2.324667,2.324667,14277000
2011-12-07,2.308667,2.326000,2.253333,2.279333,2.279333,10114500
2011-12-08,2.056000,2.110000,1.974000,2.059333,2.059333,49587000
2011-12-09,2.036000,2.074667,2.018667,2.069333,2.069333,18592500
2011-12-12,2.029333,2.041333,2.001333,2.027333,2.027333,11380500
2011-12-13,2.038000,2.062000,1.927333,1.963333,1.963333,14911500
2011-12-14,1.966667,1.978667,1.866667,1.902000,1.902000,17458500
2011-12-15,1.911333,1.944667,1.874667,1.908000,1.908000,10504500
2011-12-16,1.919333,1.928667,1.865333,1.866667,1.866667,15445500
2011-12-19,1.872667,1.900000,1.824667,1.850000,1.850000,14805000
2011-12-20,1.870000,1.896667,1.848000,1.860000,1.860000,12649500
2011-12-21,1.860667,1.871333,1.735333,1.838000,1.838000,25582500
2011-12-22,1.840000,1.870000,1.820000,1.851333,1.851333,15141000
2011-12-23,1.866667,1.866667,1.834667,1.860000,1.860000,8871000
2011-12-27,1.844000,1.918000,1.842667,1.904667,1.904667,11662500
2011-12-28,1.932667,1.949333,1.869333,1.900667,1.900667,8628000
2011-12-29,1.906000,1.956000,1.903333,1.915333,1.915333,7323000
2011-12-30,1.899333,1.932000,1.883333,1.904000,1.904000,5097000
2012-01-03,1.929333,1.966667,1.843333,1.872000,1.872000,13921500
2012-01-04,1.880667,1.911333,1.833333,1.847333,1.847333,9451500
2012-01-05,1.850667,1.862000,1.790000,1.808000,1.808000,15082500
2012-01-06,1.813333,1.852667,1.760667,1.794000,1.794000,14794500
2012-01-09,1.800000,1.832667,1.741333,1.816667,1.816667,13455000
2012-01-10,1.829333,1.850667,1.816667,1.841333,1.841333,10077000
2012-01-11,1.841333,1.892000,1.820000,1.882000,1.882000,10084500
2012-01-12,1.898667,1.908000,1.854000,1.883333,1.883333,10939500
2012-01-13,1.893333,1.900000,1.509333,1.519333,1.519333,82506000
2012-01-17,1.774667,1.822667,1.760667,1.773333,1.773333,69774000
2012-01-18,1.779333,1.792000,1.750000,1.787333,1.787333,18903000
2012-01-19,1.812667,1.849333,1.774000,1.784000,1.784000,18694500
2012-01-20,1.793333,1.800000,1.760000,1.773333,1.773333,9934500
2012-01-23,1.787333,1.814000,1.773333,1.784667,1.784667,8919000
2012-01-24,1.775333,1.845333,1.762667,1.828000,1.828000,12870000
2012-01-25,1.818000,1.867333,1.803333,1.864667,1.864667,9168000
2012-01-26,1.871333,1.972000,1.866667,1.929333,1.929333,19066500
2012-01-27,1.900000,1.981333,1.900000,1.955333,1.955333,11226000
2012-01-30,1.966000,1.974000,1.902000,1.971333,1.971333,10935000
2012-01-31,1.993333,2.000000,1.924667,1.938000,1.938000,14346000
2012-02-01,1.938000,1.980000,1.933333,1.972000,1.972000,7848000
2012-02-02,1.981333,2.058667,1.974000,2.016667,2.016667,12085500
2012-02-03,2.027333,2.088667,2.016667,2.076667,2.076667,11467500
2012-02-06,2.073333,2.126667,2.070000,2.120000,2.120000,9781500
2012-02-07,2.120000,2.120000,2.054667,2.106667,2.106667,15324000
2012-02-08,2.106667,2.134000,2.086000,2.128667,2.128667,9355500
2012-02-09,2.133333,2.193333,2.095333,2.172000,2.172000,19156500
2012-02-10,2.150667,2.151333,1.989333,2.073333,2.073333,28113000
2012-02-13,2.103333,2.137333,2.060000,2.099333,2.099333,17368500
2012-02-14,2.116000,2.252667,2.093333,2.211333,2.211333,27162000
2012-02-15,2.206667,2.294000,2.151333,2.240000,2.240000,41427000
2012-02-16,2.233333,2.300667,2.169333,2.278667,2.278667,33295500
2012-02-17,2.266000,2.331333,2.233333,2.331333,2.331333,20650500
2012-02-21,2.324667,2.324667,2.254000,2.300000,2.300000,17037000
2012-02-22,2.300000,2.314667,2.166667,2.281333,2.281333,24819000
2012-02-23,2.266000,2.331333,2.237333,2.302000,2.302000,12306000
2012-02-24,2.282000,2.301333,2.218000,2.250000,2.250000,14398500
2012-02-27,2.227333,2.266667,2.200000,2.241333,2.241333,9090000
2012-02-28,2.242667,2.296000,2.211333,2.254000,2.254000,9183000
2012-02-29,2.254000,2.274667,2.209333,2.227333,2.227333,8035500
2012-03-01,2.234000,2.300000,2.220667,2.294000,2.294000,10552500
2012-03-02,2.293333,2.300000,2.247333,2.269333,2.269333,8250000
2012-03-05,2.290000,2.293333,2.230667,2.251333,2.251333,7005000
2012-03-06,2.216667,2.218667,2.174667,2.207333,2.207333,8607000
2012-03-07,2.208000,2.220667,2.194000,2.208000,2.208000,5473500
2012-03-08,2.207333,2.232667,2.202667,2.204667,2.204667,9499500
2012-03-09,2.213333,2.354000,2.213333,2.316000,2.316000,23301000
2012-03-12,2.312667,2.419333,2.306667,2.400667,2.400667,29449500
2012-03-13,2.434000,2.439333,2.366667,2.406000,2.406000,15024000
2012-03-14,2.400000,2.400000,2.320000,2.352667,2.352667,12772500
2012-03-15,2.352000,2.365333,2.318667,2.333333,2.333333,8574000
2012-03-16,2.326667,2.392667,2.322000,2.354667,2.354667,10939500
2012-03-19,2.350667,2.354667,2.302667,2.332000,2.332000,15234000
2012-03-20,2.332000,2.346667,2.304667,2.330667,2.330667,8505000
2012-03-21,2.329333,2.353333,2.306667,2.343333,2.343333,9108000
2012-03-22,2.331333,2.343333,2.286667,2.293333,2.293333,7836000
2012-03-23,2.284000,2.308667,2.210000,2.272000,2.272000,17559000
2012-03-26,2.372667,2.539333,2.336000,2.493333,2.493333,47107500
2012-03-27,2.477333,2.663333,2.468667,2.529333,2.529333,38088000
2012-03-28,2.518667,2.562667,2.474000,2.523333,2.523333,14325000
2012-03-29,2.546000,2.546000,2.468667,2.488667,2.488667,11946000
2012-03-30,2.501333,2.529333,2.445333,2.482667,2.482667,13296000
2012-04-02,2.488667,2.531333,2.435333,2.438667,2.438667,15429000
2012-04-03,2.446667,2.564667,2.444667,2.534000,2.534000,16471500
2012-04-04,2.351333,2.366000,2.312667,2.333333,2.333333,67227000
2012-04-05,2.340000,2.362667,2.294000,2.298667,2.298667,22641000
2012-04-09,2.273333,2.286000,2.206667,2.210000,2.210000,24835500
2012-04-10,2.210000,2.256667,2.140000,2.164000,2.164000,27715500
2012-04-11,2.216000,2.219333,2.134000,2.206000,2.206000,16582500
2012-04-12,2.251333,2.298667,2.194667,2.229333,2.229333,15508500
2012-04-13,2.262667,2.269333,2.190000,2.239333,2.239333,9744000
2012-04-16,2.227333,2.246667,2.139333,2.150000,2.150000,16494000
2012-04-17,2.162000,2.204667,2.136000,2.149333,2.149333,16732500
2012-04-18,2.139333,2.183333,2.102000,2.177333,2.177333,12346500
2012-04-19,2.183333,2.228667,2.166667,2.210667,2.210667,11623500
2012-04-20,2.209333,2.248667,2.196000,2.210667,2.210667,12327000
2012-04-23,2.190667,2.198000,2.114000,2.129333,2.129333,13362000
2012-04-24,2.121333,2.146667,2.066667,2.121333,2.121333,10117500
2012-04-25,2.138000,2.199333,2.138000,2.194000,2.194000,10683000
2012-04-26,2.197333,2.234667,2.194000,2.232667,2.232667,6379500
2012-04-27,2.240000,2.242000,2.194000,2.222667,2.222667,8865000
2012-04-30,2.218000,2.224000,2.172000,2.208667,2.208667,6208500
2012-05-01,2.208667,2.280667,2.208667,2.252000,2.252000,9885000
2012-05-02,2.233333,2.292667,2.226000,2.262667,2.262667,7459500
2012-05-03,2.260667,2.266667,2.142000,2.164000,2.164000,12619500
2012-05-04,2.154667,2.164000,2.093333,2.122000,2.122000,18712500
2012-05-07,2.130667,2.172000,2.107333,2.164667,2.164667,17370000
2012-05-08,2.166667,2.182000,1.958000,2.012667,2.012667,46458000
2012-05-09,2.020000,2.051333,1.984000,2.004000,2.004000,29218500
2012-05-10,2.198000,2.312000,2.160000,2.197333,2.197333,83344500
2012-05-11,2.166000,2.229333,2.144000,2.150000,2.150000,18319500
2012-05-14,2.128000,2.142000,2.003333,2.004000,2.004000,20713500
2012-05-15,2.017333,2.064000,1.948000,1.962000,1.962000,23785500
2012-05-16,1.972000,2.012000,1.925333,1.945333,1.945333,18856500
2012-05-17,1.953333,1.986000,1.882667,1.904667,1.904667,17235000
2012-05-18,1.891333,1.897333,1.788667,1.837333,1.837333,24247500
2012-05-21,1.838667,1.950667,1.808000,1.918000,1.918000,22128000
2012-05-22,2.006667,2.089333,2.000000,2.053333,2.053333,35493000
2012-05-23,2.037333,2.070000,1.966667,2.068000,2.068000,18306000
2012-05-24,2.083333,2.083333,1.979333,2.018667,2.018667,16134000
2012-05-25,2.010667,2.027333,1.946667,1.987333,1.987333,11355000
2012-05-29,2.000667,2.128667,2.000667,2.112667,2.112667,24750000
2012-05-30,2.072000,2.094667,2.016000,2.027333,2.027333,19608000
2012-05-31,2.004667,2.019333,1.916667,1.966667,1.966667,16780500
2012-06-01,1.902000,1.944000,1.850667,1.876667,1.876667,13287000
2012-06-04,1.868667,1.894000,1.807333,1.858667,1.858667,15463500
2012-06-05,1.856000,1.892667,1.837333,1.860667,1.860667,9463500
2012-06-06,1.880000,1.963333,1.876000,1.948000,1.948000,13648500
2012-06-07,1.987333,1.991333,1.923333,1.928667,1.928667,7381500
2012-06-08,1.924000,2.012667,1.876667,2.005333,2.005333,13216500
2012-06-11,2.020667,2.066667,1.930667,1.941333,1.941333,9540000
2012-06-12,1.948667,1.989333,1.920667,1.977333,1.977333,8535000
2012-06-13,1.970000,2.042667,1.964667,1.984667,1.984667,12661500
2012-06-14,2.012000,2.043333,1.908000,1.959333,1.959333,13083000
2012-06-15,1.959333,1.996667,1.920667,1.994000,1.994000,9702000
2012-06-18,1.996000,2.155333,1.966667,2.122667,2.122667,18852000
2012-06-19,2.134667,2.177333,2.100000,2.139333,2.139333,13666500
2012-06-20,2.233333,2.300000,2.214000,2.252000,2.252000,51336000
2012-06-21,2.284000,2.285333,2.122667,2.146000,2.146000,28378500
2012-06-22,2.173333,2.265333,2.164000,2.252667,2.252667,45699000
2012-06-25,2.262667,2.274667,2.183333,2.207333,2.207333,22477500
2012-06-26,2.136667,2.156667,2.092667,2.107333,2.107333,39208500
2012-06-27,2.126667,2.163333,2.104667,2.130667,2.130667,15708000
2012-06-28,2.126667,2.140667,2.041333,2.094000,2.094000,13711500
2012-06-29,2.186667,2.186667,2.066667,2.086000,2.086000,16887000
2012-07-02,2.090000,2.120000,2.012667,2.026667,2.026667,19734000
2012-07-03,2.040000,2.066667,2.026667,2.044000,2.044000,14205000
2012-07-05,2.054000,2.111333,2.053333,2.082000,2.082000,18807000
2012-07-06,2.066000,2.115333,2.053333,2.066000,2.066000,11767500
2012-07-09,2.062667,2.122000,2.044667,2.099333,2.099333,13657500
2012-07-10,2.102667,2.165333,2.059333,2.084667,2.084667,11376000
2012-07-11,2.104667,2.112000,2.067333,2.100667,2.100667,9579000
2012-07-12,2.086000,2.200667,2.053333,2.180000,2.180000,16885500
2012-07-13,2.198000,2.293333,2.188667,2.283333,2.283333,19572000
2012-07-16,2.288000,2.400000,2.260000,2.397333,2.397333,26160000
2012-07-17,2.333333,2.347333,2.158667,2.223333,2.223333,38539500
2012-07-18,2.094667,2.244667,2.070667,2.143333,2.143333,43228500
2012-07-19,2.181333,2.210000,2.136000,2.151333,2.151333,21538500
2012-07-20,2.138000,2.150000,2.083333,2.119333,2.119333,23527500
2012-07-23,2.070000,2.086667,2.041333,2.044000,2.044000,20802000
2012-07-24,2.044000,2.069333,1.974667,1.989333,1.989333,22504500
2012-07-25,1.994667,1.998667,1.916667,1.930000,1.930000,42633000
2012-07-26,1.993333,2.000000,1.842667,1.875333,1.875333,33934500
2012-07-27,1.914000,1.977333,1.873333,1.967333,1.967333,25095000
2012-07-30,1.967333,2.016667,1.814000,1.823333,1.823333,30978000
2012-07-31,1.836000,1.864667,1.823333,1.828000,1.828000,23626500
2012-08-01,1.866000,1.866000,1.735333,1.750000,1.750000,23884500
2012-08-02,1.789333,1.790000,1.701333,1.740000,1.740000,19576500
2012-08-03,1.793333,1.836667,1.782667,1.818000,1.818000,18142500
2012-08-06,1.836667,1.913333,1.836667,1.884667,1.884667,22923000
2012-08-07,1.918000,2.060000,1.900000,2.016667,2.016667,35808000
2012-08-08,1.993333,2.000000,1.906000,1.939333,1.939333,19633500
2012-08-09,1.968000,2.000000,1.942000,1.960667,1.960667,10089000
2012-08-10,1.954000,1.996000,1.954000,1.996000,1.996000,10611000
2012-08-13,1.979333,2.086667,1.940000,2.078000,2.078000,13051500
2012-08-14,2.050000,2.078000,1.950667,1.961333,1.961333,11901000
2012-08-15,1.959333,1.980000,1.920667,1.960000,1.960000,7881000
2012-08-16,1.968667,2.026000,1.966667,2.020000,2.020000,10035000
2012-08-17,2.019333,2.047333,1.998667,2.000667,2.000667,7623000
2012-08-20,2.010000,2.026000,1.940000,1.967333,1.967333,17686500
2012-08-21,1.972000,2.000000,1.933333,1.940667,1.940667,11424000
2012-08-22,1.934000,2.002667,1.934000,1.996667,1.996667,11632500
2012-08-23,2.000000,2.056667,1.976667,2.048667,2.048667,22065000
2012-08-24,2.004000,2.016000,1.960667,1.966667,1.966667,21441000
2012-08-27,1.971333,1.980000,1.878000,1.888000,1.888000,20256000
2012-08-28,1.893333,1.958667,1.866667,1.912667,1.912667,21040500
2012-08-29,1.899333,1.909333,1.868000,1.894000,1.894000,12583500
2012-08-30,1.906667,1.916000,1.873333,1.894000,1.894000,9846000
2012-08-31,1.907333,1.922667,1.880000,1.901333,1.901333,8097000
2012-09-04,1.901333,1.932667,1.860000,1.876000,1.876000,11287500
2012-09-05,1.867333,1.900000,1.854000,1.862667,1.862667,9589500
